,P00,P01,P10,P11
104,0.999625380246732,0.00037461975326806964,0.021967502073712508,0.9780324979262874
105,0.9996260728025672,0.00037392719743280185,0.021787600870465492,0.9782123991295344
106,0.9996267484651181,0.0003732515348819233,0.021612096609782142,0.9783879033902179
107,0.9996274093363681,0.00037259066363190893,0.02144052614131236,0.9785594738586877
108,0.9996280543880691,0.0003719456119308819,0.02127289195024195,0.9787271080497582
109,0.9996286844102903,0.0003713155897097373,0.021108956847542226,0.9788910431524578
110,0.999629300540207,0.0003706994597929812,0.020948454171738795,0.9790515458282613
111,0.9996299014469049,0.0003700985530951167,0.020791462133242955,0.979208537866757
112,0.9996257959294956,0.0003742040705042841,0.022838347757361852,0.9771616522426382
113,0.9996232086889009,0.00037679131109911193,0.025596585896027986,0.9744034141039719
114,0.9996230107193271,0.0003769892806728672,0.025878810215098927,0.974121189784901
115,0.9996229972935431,0.00037700270645695335,0.0258930688486346,0.9741069311513654
116,0.9996229934711208,0.00037700652887920116,0.02589419575864738,0.9741058042413527
117,0.9996229936248875,0.000377006375112433,0.02589420177855939,0.9741057982214405
118,0.999622989232457,0.0003770107675431233,0.02589484531736881,0.9741051546826313
119,0.9996229854968686,0.00037701450313142406,0.02589539546941801,0.974104604530582
120,0.9996229811450894,0.00037701885491058526,0.025896032301457404,0.9741039676985426
121,0.9996229771936969,0.00037702280630310585,0.025896610477686877,0.9741033895223131
122,0.9996229764615251,0.0003770235384749865,0.02589671899819206,0.974103281001808
123,0.9995501607142242,0.00044983928577582705,0.02627951162397144,0.9737204883760285
124,0.9995508743568129,0.00044912564318708425,0.02608449694908611,0.9739155030509139
125,0.9995515729319487,0.0004484270680513334,0.025893489066141893,0.9741065109338581
126,0.9995522542648314,0.0004477457351685116,0.025706645660313075,0.9742933543396869
127,0.9995529225423718,0.0004470774576281933,0.025523289184068154,0.9744767108159318
128,0.9995535773945549,0.00044642260544515915,0.025343372577887668,0.9746566274221123
129,0.9995542162569232,0.0004457837430768061,0.025167144100400267,0.9748328558995998
130,0.999554840534338,0.00044515946566206244,0.024994320374335157,0.9750056796256648
131,0.9995554507239874,0.00044454927601251214,0.024824761073124122,0.975175238926876
132,0.9995695265935007,0.000430473406499164,0.02355604303889433,0.9764439569611058
133,0.9995697928555498,0.0004302071444501429,0.023427469095512552,0.9765725309044875
134,0.999570052191921,0.00042994780807902554,0.023300709058396072,0.976699290941604
135,0.9995703047808104,0.00042969521918956744,0.02317571804145109,0.976824281958549
136,0.9995705516932695,0.00042944830673058307,0.023052340352286607,0.9769476596477135
137,0.9995707925536,0.00042920744640001084,0.022930607338687427,0.9770693926613125
138,0.9995710265272737,0.0004289734727262647,0.02281059645311653,0.9771894035468834
139,0.9995712559861233,0.00042874401387671906,0.02269200842018932,0.9773079915798106
140,0.9995714791841506,0.0004285208158493456,0.0225750387273261,0.9774249612726739
141,0.9995716976109476,0.0004283023890523962,0.02245948417195569,0.9775405158280442
142,0.9995719092956544,0.00042809070434558425,0.022345537950386032,0.977654462049614
143,0.9995721168870185,0.00042788311298156214,0.022232933583660172,0.9777670664163398
144,0.9995723209728232,0.0004276790271767572,0.022121534084318027,0.977878465915682
145,0.9995725190242555,0.00042748097574449973,0.02201165758391901,0.977988342416081
146,0.9995727123229587,0.00042728767704131406,0.02190311943130953,0.9780968805686905
147,0.9995729013865096,0.0004270986134904297,0.021795846466485726,0.9782041535335143
148,0.999573085831925,0.0004269141680749915,0.021689868937939075,0.9783101310620609
149,0.9995732663719997,0.00042673362800017595,0.02158509089295273,0.9784149091070473
150,0.9995734429877084,0.0004265570122915898,0.02148149931070068,0.9785185006892994
151,0.9995736150807109,0.0004263849192891381,0.02137915739664897,0.978620842603351
152,0.9995737838555735,0.0004262161444265235,0.021277906502893497,0.9787220934971065
153,0.9995739489539985,0.00042605104600148023,0.02117777891966477,0.9788222210803352
154,0.9995741103250371,0.0004258896749629545,0.021078770753949913,0.9789212292460501
155,0.9995742677881002,0.00042573221189977627,0.02098089649138029,0.9790191035086196
156,0.9995744217474748,0.0004255782525252081,0.020884093156327582,0.9791159068436724
157,0.9995745725064713,0.0004254274935286244,0.020788314544217514,0.9792116854557825
158,0.9995747203472993,0.00042527965270069013,0.020693513368077943,0.979306486631922
159,0.999574864755579,0.0004251352444210178,0.020599748037225054,0.979400251962775
160,0.9995750057496704,0.0004249942503296507,0.020507008840495246,0.9794929911595047
161,0.9995751438210565,0.0004248561789435332,0.020415222780109925,0.97958477721989
162,0.9995752789540328,0.0004247210459672894,0.0203243837379197,0.9796756162620803
163,0.9995754111754622,0.0004245888245377333,0.02023448053013606,0.9797655194698639
164,0.999575540908189,0.00042445909181103905,0.020145451247936215,0.9798545487520637
165,0.9995756678736948,0.00042433212630526304,0.02005732279639017,0.97994267720361
166,0.9995757919083769,0.00042420809162320704,0.019970112518061658,0.9800298874819383
167,0.9995759132779904,0.00042408672200948795,0.019883776432988592,0.9801162235670114
168,0.9995760322830863,0.00042396771691373023,0.01979826947351,0.9802017305264901
169,0.9995760711457963,0.0004239288542037624,0.019720553786158643,0.9802794462138412
170,0.9995761086113936,0.0004238913886064079,0.019643539525384213,0.9803564604746158
171,0.9995761452523625,0.0004238547476375049,0.01956714393477112,0.9804328560652289
172,0.9995761806919146,0.0004238193080854857,0.019491408265399746,0.9805085917346001
173,0.999576214976431,0.00042378502356897347,0.019416319105890294,0.9805836808941097
174,0.9806581830129112,0.019341816987088797,0.00042375145735675657,0.9995762485426433
175,0.999576281090259,0.00042371890974108933,0.01926793498438054,0.9807320650156195
176,0.9995763127892874,0.00042368721071259983,0.019194642450468265,0.9808053575495317
177,0.9995763435271448,0.0004236564728552139,0.01912194873464503,0.980878051265355
178,0.9995763734532281,0.00042362654677187645,0.01904982987259484,0.9809501701274053
179,0.9995764021646216,0.00042359783537840014,0.018978328432103807,0.9810216715678961
180,0.9995764300004787,0.00042356999952128583,0.01890739837202326,0.9810926016279768
181,0.9995764569282571,0.00042354307174288086,0.018837036226168304,0.9811629637738316
182,0.9995764828868452,0.0004235171131547192,0.018767244855251917,0.9812327551447481
183,0.9995765085501875,0.0004234914498124355,0.018697935095933847,0.9813020649040662
184,0.9995765330945295,0.00042346690547049465,0.018629205671305625,0.9813707943286943
185,0.9995765564350575,0.00042344356494249596,0.01856105852979804,0.981438941470202
186,0.9995765789343607,0.00042342106563939924,0.01849344533997565,0.9815065546600243
187,0.9995766006150886,0.00042339938491135943,0.01842635753238085,0.9815736424676191
188,0.9995766211889573,0.00042337881104267727,0.018359821222213572,0.9816401787777864
189,0.9995766411638448,0.0004233588361551037,0.018293777114080745,0.9817062228859194
190,0.999576660201175,0.00042333979882494094,0.018228256503261788,0.9817717434967381
191,0.9995766786050586,0.00042332139494134964,0.018163221579714152,0.9818367784202859
192,0.9995766960284228,0.00042330397157716045,0.01809870471707679,0.9819012952829232
193,0.999576712658616,0.0004232873413839926,0.018034680860495336,0.9819653191395046
194,0.9995767282253399,0.00042327177466008615,0.017971174173674755,0.9820288258263253
195,0.9995767434598947,0.000423256540105322,0.017908099374241804,0.9820919006257581
196,0.9995767623501878,0.0004232376498121824,0.017845163869415245,0.9821548361305847
197,0.99957678059995,0.00042321940004997005,0.017782688265265256,0.9822173117347347
198,0.9995767980763914,0.0004232019236085422,0.01772068374799179,0.9822793162520083
199,0.9995768146175199,0.0004231853824801237,0.017659162412477843,0.9823408375875221
200,0.9995768303021537,0.0004231696978462077,0.017598111518409888,0.98240188848159
201,0.9995768455686492,0.0004231544313508709,0.01753747988284429,0.9824625201171557
202,0.9995768597016952,0.0004231402983047978,0.0174773401868179,0.9825226598131821
203,0.9995768732675806,0.00042312673241939614,0.017417627192941744,0.9825823728070583
204,0.9995768870343855,0.00042311296561448915,0.01735824871622598,0.982641751283774
205,0.9995767215485509,0.00042327845144907373,0.017312732453038895,0.9826872675469611
206,0.9995765463569833,0.0004234536430166791,0.01726821763373747,0.9827317823662625
207,0.9995765510939622,0.00042344890603791645,0.017350316361555478,0.9826496836384446
208,0.9995749189077255,0.0004250810922745032,0.01909434662492477,0.9809056533750753
209,0.9995734730535472,0.000426526946452873,0.020520951830181176,0.9794790481698188
210,0.9995733312367777,0.0004266687632221973,0.02065135399171997,0.97934864600828
211,0.9995733173294639,0.0004266826705361186,0.02065942870175679,0.9793405712982433
212,0.999573311355721,0.0004266886442789247,0.02066049468472799,0.979339505315272
213,0.9995733036306393,0.0004266963693605974,0.020661365358408835,0.9793386346415912
214,0.9995732994308132,0.0004267005691868722,0.02066172194551731,0.9793382780544826
215,0.9995732985246077,0.00042670147539224676,0.020661931398868877,0.9793380686011312
216,0.9995732942729055,0.00042670572709443093,0.020662550614634543,0.9793374493853654
217,0.999573246123338,0.0004267538766619841,0.020666576281126475,0.9793334237188736
218,0.9995732038544253,0.0004267961455746605,0.020670686939497925,0.9793293130605021
219,0.9995732050889684,0.00042679491103159015,0.020672339991073457,0.9793276600089266
220,0.9995731827249419,0.00042681727505814815,0.02067481338754483,0.979325186612455
221,0.9995731782732922,0.0004268217267077425,0.020675669043245873,0.9793243309567542
222,0.9995731253373734,0.0004268746626266225,0.02068006497774272,0.9793199350222573
223,0.9995731236941817,0.0004268763058182013,0.020681594267880722,0.9793184057321194
224,0.9995667570668165,0.00043324293318350505,0.021062861040997378,0.9789371389590027
225,0.9995667146547629,0.00043328534523707357,0.02106695129795094,0.9789330487020491
226,0.9995666781419991,0.0004333218580009027,0.021070506772098156,0.9789294932279018
227,0.999566668484795,0.00043333151520499424,0.02107162523318126,0.9789283747668188
228,0.999566635777751,0.0004333642222490397,0.021074634895980875,0.9789253651040192
229,0.9995665875291635,0.00043341247083646117,0.021079069390264302,0.9789209306097356
230,0.9789201668126383,0.021079833187361806,0.0004334174614755747,0.9995665825385244
231,0.9995665401503256,0.0004334598496743608,0.02108368992792539,0.9789163100720747
232,0.9995664773373368,0.0004335226626631842,0.02108936287380855,0.9789106371261915
233,0.9995663867170326,0.00043361328296746387,0.02109725120267653,0.9789027487973234
234,0.9995662279105081,0.00043377208949191753,0.021108689627379162,0.9788913103726209
235,0.9995662698715669,0.0004337301284330205,0.02110932807682178,0.9788906719231782
236,0.9995662477278129,0.00043375227218717225,0.021111614704826687,0.9788883852951733
237,0.9995658603747564,0.00043413962524360683,0.021129284563029073,0.9788707154369708
238,0.9995659741964956,0.0004340258035043734,0.02113437239257384,0.978865627607426
239,0.9995659961155696,0.0004340038844303554,0.021134769252069335,0.9788652307479306
240,0.9995659954449568,0.00043400455504315525,0.021134957919625674,0.9788650420803743
241,0.9995659812073607,0.00043401879263921104,0.021136317808773196,0.9788636821912269
242,0.999565976883883,0.00043402311611687844,0.02113675610928208,0.9788632438907179
243,0.9995659653730311,0.00043403462696886774,0.021137856051033826,0.9788621439489661
244,0.9995659348416844,0.00043406515831562165,0.021140222264669776,0.9788597777353303
245,0.999565934461739,0.00043406553826100036,0.02114086876545307,0.9788591312345469
246,0.9995659189475061,0.00043408105249384283,0.021142381027978704,0.9788576189720214
247,0.999565918088353,0.0004340819116470065,0.021142495892595568,0.9788575041074045
248,0.9995659118204993,0.0004340881795008247,0.021143100599615928,0.978856899400384
249,0.9995658998648447,0.0004341001351553753,0.02114424775249077,0.9788557522475092
250,0.9995658868009936,0.0004341131990064879,0.021145515057814576,0.9788544849421854
251,0.9995658638786565,0.0004341361213434527,0.021147709804688528,0.9788522901953115
252,0.9995658338854911,0.0004341661145089471,0.021150605042441595,0.9788493949575584
253,0.9995658343820072,0.0004341656179928031,0.021150656403620113,0.9788493435963799
254,0.9995658146183541,0.00043418538164593015,0.02115254600749868,0.9788474539925013
255,0.9995656857518291,0.00043431424817090667,0.02116319203511581,0.9788368079648841
256,0.999565681883654,0.00043431811634596563,0.021165347754921026,0.9788346522450789
257,0.9995656567340454,0.0004343432659546344,0.021167920616504406,0.9788320793834955
258,0.9995655942868633,0.0004344057131366534,0.02117378382649775,0.9788262161735023
259,0.999565480333959,0.00043451966604104796,0.021183808729364928,0.978816191270635
260,0.9995654649722038,0.00043453502779618777,0.021186745075957237,0.9788132549240427
261,0.9995654531395062,0.0004345468604937718,0.02118809208306121,0.9788119079169388
262,0.9995651324560011,0.0004348675439989343,0.02120658746916581,0.9787934125308343
263,0.9995652049493247,0.0004347950506753359,0.02121083213061726,0.9787891678693826
264,0.9995651913213789,0.0004348086786211609,0.021213353225095627,0.9787866467749045
265,0.999565014045038,0.0004349859549620977,0.021227478438177676,0.9787725215618224
266,0.9995649886027503,0.0004350113972497271,0.02123311396629189,0.9787668860337081
267,0.9995649569417976,0.00043504305820236326,0.021236912687515968,0.978763087312484
268,0.9995649112758184,0.0004350887241815949,0.021241576516847605,0.9787584234831523
269,0.9995648638825791,0.00043513611742090164,0.021246438263277434,0.9787535617367226
270,0.9995648258480383,0.00043517415196174536,0.021250420703572297,0.9787495792964276
271,0.9995647857521291,0.0004352142478708394,0.021254575309704527,0.9787454246902955
272,0.9995647514347769,0.00043524856522307804,0.021258174925751012,0.978741825074249
273,0.9995647026944501,0.00043529730554993156,0.021263140786918704,0.9787368592130813
274,0.999564665543038,0.00043533445696194165,0.02126709293442645,0.9787329070655736
275,0.9995646202589844,0.0004353797410155831,0.021271784584001873,0.9787282154159981
276,0.9995645356337605,0.0004354643662395283,0.021280212802852052,0.9787197871971479
277,0.9995645018827437,0.0004354981172562826,0.021284242243043948,0.9787157577569561
278,0.9995644661319579,0.0004355338680420769,0.021288084618831377,0.9787119153811686
279,0.9995643954431848,0.00043560455681519435,0.02129528609295613,0.9787047139070439
280,0.9995643212801101,0.0004356787198899087,0.021303081302203705,0.9786969186977964
281,0.9995642695061152,0.0004357304938847802,0.021308879683555722,0.9786911203164442
282,0.9995641978490509,0.0004358021509490262,0.021316446745156016,0.9786835532548439
283,0.9995641301907329,0.0004358698092671802,0.02132380034948738,0.9786761996505126
284,0.9995640640727871,0.0004359359272128098,0.021331039867926123,0.9786689601320739
285,0.9995640138459908,0.0004359861540092628,0.021336725484024956,0.978663274515975
286,0.9995639458699057,0.0004360541300942853,0.021344049630918887,0.978655950369081
287,0.9995638875303396,0.0004361124696602745,0.021350605535566933,0.9786493944644331
288,0.9995638276316425,0.0004361723683575026,0.02135725738879637,0.9786427426112037
289,0.9995637811845014,0.00043621881549858326,0.021362596836537243,0.9786374031634628
290,0.9995637181922797,0.0004362818077202192,0.02136955403544341,0.9786304459645566
291,0.9995636446376379,0.0004363553623620374,0.02137771887348978,0.9786222811265102
292,0.9995635628581468,0.0004364371418532,0.021386870956727685,0.9786131290432724
293,0.9995634653723248,0.00043653462767527485,0.021397693652255054,0.9786023063477449
294,0.9995633877788508,0.0004366122211493215,0.02140699445778181,0.9785930055422182
295,0.9995633006706144,0.00043669932938554036,0.02141711293971283,0.9785828870602872
296,0.9995632223966527,0.0004367776033472204,0.021426520786440764,0.9785734792135593
297,0.9995631406346644,0.000436859365335566,0.021436265955161134,0.978563734044839
298,0.9995630713958082,0.00043692860419170963,0.021444824395713546,0.9785551756042864
299,0.999562992838269,0.0004370071617309736,0.02145428372673035,0.9785457162732696
300,0.9995628932732319,0.0004371067267681117,0.02146603264222159,0.9785339673577785
301,0.9995627590506068,0.00043724094939324006,0.02148128483133129,0.9785187151686686
302,0.9995625850734534,0.00043741492654661185,0.021499830699219694,0.9785001693007803
303,0.9995623890869368,0.0004376109130630747,0.02151978471120199,0.978480215288798
304,0.999562192576777,0.00043780742322295193,0.021539920788513158,0.9784600792114869
305,0.9995620025432038,0.00043799745679616375,0.021560073202725953,0.978439926797274
306,0.999561792266926,0.0004382077330739965,0.021580687339230235,0.9784193126607699
307,0.9995617563282058,0.00043824367179430524,0.021598865694104172,0.9784011343058958
308,0.9783830424240598,0.021616957575940187,0.00043832305591220505,0.9995616769440878
309,0.9995615820590309,0.00043841794096904143,0.0216347685767373,0.9783652314232626
310,0.9995614474005006,0.00043855259949936805,0.021654619582964985,0.9783453804170351
311,0.9995613652260563,0.00043863477394364813,0.021671109054969356,0.9783288909450307
312,0.999561284876621,0.0004387151233789668,0.021686120432367173,0.9783138795676328
313,0.99956121863366,0.0004387813663400939,0.02169845922171203,0.9783015407782879
314,0.9995611482174465,0.0004388517825535937,0.0217106567947844,0.9782893432052157
315,0.9995610903097111,0.0004389096902888853,0.02172100838720271,0.9782789916127973
316,0.999561098577763,0.00043890142223691286,0.02172031802507952,0.9782796819749205
317,0.9995611031045321,0.00043889689546794505,0.021719586749118502,0.9782804132508814
318,0.9995611074321603,0.0004388925678396952,0.021718855377718903,0.9782811446222811
319,0.9995611117375514,0.00043888826244871127,0.021718126701073436,0.9782818732989266
320,0.9995611159616288,0.0004388840383711233,0.021717414430989825,0.97828258556901
321,0.9995611196156345,0.00043888038436538224,0.021716799219304674,0.9782832007806953
322,0.9995611232927449,0.00043887670725505394,0.02171617708609108,0.9782838229139089
323,0.9995611265370848,0.0004388734629151689,0.02171562995483454,0.9782843700451653
324,0.9995611304779581,0.0004388695220418457,0.02171496150986377,0.9782850384901361
325,0.9995611347312566,0.00043886526874337855,0.02171424262825091,0.978285757371749
326,0.9995611387513111,0.00043886124868896783,0.021713567722640992,0.9782864322773591
327,0.9995611432872593,0.00043885671274063653,0.021712802191733774,0.9782871978082662
328,0.9995611483200991,0.0004388516799008767,0.021711952601233563,0.9782880473987664
329,0.9995611524910454,0.00043884750895465714,0.021711270809556402,0.9782887291904435
330,0.9995611565335997,0.00043884346640040523,0.02171059586393954,0.9782894041360605
331,0.9995611609000782,0.00043883909992189466,0.021709863017568488,0.9782901369824315
332,0.999561163877438,0.0004388361225620503,0.02170937259818083,0.9782906274018193
333,0.9995611669611767,0.00043883303882331307,0.021708855509049486,0.9782911444909504
334,0.9995611715693535,0.0004388284306464487,0.021708079136297364,0.9782919208637026
335,0.9995611759883007,0.00043882401169919043,0.021707347734752306,0.9782926522652476
336,0.9995611801499056,0.0004388198500944518,0.02170665712408617,0.9782933428759139
337,0.9995611842312886,0.00043881576871139646,0.021705981112355534,0.9782940188876446
338,0.9995611881535553,0.0004388118464446601,0.021705330403987748,0.9782946695960122
339,0.9995611917945454,0.0004388082054546447,0.02170472707701608,0.9782952729229839
340,0.9995611961106663,0.0004388038893336745,0.021704008106064862,0.9782959918939352
341,0.9995612001632767,0.0004387998367233897,0.021703339744872773,0.9782966602551272
342,0.9995612047398563,0.00043879526014371843,0.021702579616450363,0.9782974203835496
343,0.9995612077664348,0.00043879223356525164,0.021702087663330396,0.9782979123366696
344,0.9995612125449264,0.00043878745507367053,0.021701291053254995,0.978298708946745
345,0.9995612156586051,0.00043878434139492037,0.021700787053917914,0.9782992129460821
346,0.999561219663603,0.00043878033639693613,0.021700125778041517,0.9782998742219584
347,0.9995612244247014,0.000438775575298507,0.021699338438362817,0.9783006615616372
348,0.9995612290473438,0.00043877095265622626,0.02169858267500127,0.9783014173249988
349,0.9783022268117744,0.02169777318822574,0.0004387660266081775,0.9995612339733918
350,0.9995612381330399,0.00043876186696014194,0.02169710312986379,0.9783028968701362
351,0.9995612414864528,0.00043875851354722436,0.021696556599613465,0.9783034434003867
352,0.9995612454658438,0.0004387545341562644,0.021695902991627575,0.9783040970083724
353,0.9995612487706332,0.0004387512293667924,0.02169536425921361,0.9783046357407863
354,0.9995612523399904,0.0004387476600096354,0.02169477945341885,0.9783052205465811
355,0.9995612548692443,0.0004387451307556917,0.021694368825342484,0.9783056311746575
356,0.9995612586522236,0.000438741347776458,0.021693746306694392,0.9783062536933055
357,0.9995612631146861,0.0004387368853139314,0.021693014223151855,0.978306985776848
358,0.9995612674689829,0.0004387325310171274,0.021692309787082767,0.9783076902129172
359,0.9995612714336227,0.0004387285663772475,0.02169166745018711,0.9783083325498129
