Dates,P01,P10,P00,P11
25/01/2018 11:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 11:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 11:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 11:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 11:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 11:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 11:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 11:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 11:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 11:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 11:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 11:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 12:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 12:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 12:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 12:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 12:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 12:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 12:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 12:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 12:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 12:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 12:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 12:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 13:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 13:05,1.53E-02,4.15E-04,9.85E-01,1.00E+00
25/01/2018 13:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 13:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 13:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 13:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 13:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 13:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 13:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 13:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 13:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 13:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 14:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 14:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 14:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 14:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 14:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 14:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 14:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 14:35,1.53E-02,4.15E-04,9.85E-01,1.00E+00
25/01/2018 14:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 14:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 14:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 14:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 15:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 15:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 15:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 15:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 15:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 15:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 15:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 15:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 15:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 15:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 15:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 15:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 16:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 16:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 16:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 16:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 16:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 16:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 16:30,1.53E-02,4.15E-04,9.85E-01,1.00E+00
25/01/2018 16:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 16:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 16:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 16:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 16:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 17:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 17:05,1.53E-02,4.15E-04,9.85E-01,1.00E+00
25/01/2018 17:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 17:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 17:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 17:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 17:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 17:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 17:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 17:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 17:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 17:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 18:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 18:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 18:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 18:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 18:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 18:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 18:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 18:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 18:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 18:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 18:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 18:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 19:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 19:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 19:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 19:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 19:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 19:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 19:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 19:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 19:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 19:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 19:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 19:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 20:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 20:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 20:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 20:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 20:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 20:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 20:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 20:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 20:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 20:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 20:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 20:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 21:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 21:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 21:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 21:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 21:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 21:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 21:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 21:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 21:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 21:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 21:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 21:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 22:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 22:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 22:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 22:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 22:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 22:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 22:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 22:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 22:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 22:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 22:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 22:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 23:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 23:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 23:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 23:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 23:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 23:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 23:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 23:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 23:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 23:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 23:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
25/01/2018 23:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 00:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 00:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 00:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 00:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 00:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 00:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 00:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 00:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 00:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 00:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 00:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 01:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 01:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 01:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 01:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 01:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 01:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 01:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 01:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 01:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 01:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 01:50,1.53E-02,4.15E-04,9.85E-01,1.00E+00
26/01/2018 01:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 02:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 02:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 02:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 02:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 02:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 02:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 02:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 02:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 02:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 02:45,1.53E-02,4.15E-04,9.85E-01,1.00E+00
26/01/2018 02:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 02:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 03:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 03:05,1.53E-02,4.15E-04,9.85E-01,1.00E+00
26/01/2018 03:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 03:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 03:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 03:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 03:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 03:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 03:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 03:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 03:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 03:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 04:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 04:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 04:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 04:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 04:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 04:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 04:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 04:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 04:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 04:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 04:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 04:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 05:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 05:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 05:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 05:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 05:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 05:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 05:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 05:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 05:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 05:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 05:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 05:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 06:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 06:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 06:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 06:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 06:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 06:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 06:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 06:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 06:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 06:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 06:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 06:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 07:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 07:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 07:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 07:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 07:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 07:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 07:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 07:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 07:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 07:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 07:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 07:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 08:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 08:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 08:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 08:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 08:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 08:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 08:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 08:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 08:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 08:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 08:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 08:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 09:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 09:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 09:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 09:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 09:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 09:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 09:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 09:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 09:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 09:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 09:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 09:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 10:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 10:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 10:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 10:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 10:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 10:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 10:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 10:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 10:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 10:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 10:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 10:55,1.53E-02,4.15E-04,9.85E-01,1.00E+00
26/01/2018 11:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 11:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 11:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 11:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 11:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 11:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 11:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 11:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 11:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 11:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 11:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 11:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 12:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 12:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 12:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 12:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 12:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 12:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 12:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 12:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 12:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 12:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 12:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 12:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 13:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 13:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 13:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 13:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 13:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 13:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 13:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 13:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 13:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 13:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 13:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 13:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 14:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 14:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 14:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 14:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 14:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 14:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 14:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 14:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 14:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 14:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 14:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 14:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 15:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 15:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 15:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 15:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 15:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 15:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 15:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 15:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 15:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 15:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 15:50,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 15:55,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 16:00,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 16:05,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 16:10,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 16:15,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 16:20,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 16:25,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 16:30,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 16:35,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 16:40,4.15E-04,1.53E-02,1.00E+00,9.85E-01
26/01/2018 16:45,4.15E-04,1.53E-02,1.00E+00,9.85E-01
